a,b,cat_a,cat_b,same_cat,spread_mean,spread_std,drift_d2_d4,corr,halflife,pnl,n_trades,n_wins,winrate
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,GALAXY_SOUNDS,UV_VISOR,0,-836.6317666666666,754.9225267784407,-1458.0,-0.2962444474815886,3384.861720034125,24930.0,34,30,0.8823529411764706
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_MAGENTA,GALAXY_SOUNDS,UV_VISOR,0,-885.1310833333333,597.9665939600303,-1267.0,0.3160025743592304,1971.8637168665684,11275.0,31,21,0.6774193548387096
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS,TRANSLATOR,0,794.7599333333334,507.2989655531823,1835.5,0.3149434494574329,1996.2738881000093,19460.0,29,20,0.6896551724137931
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS,TRANSLATOR,0,841.44265,648.0053212764878,1301.0,-0.21829848838646107,2777.3716955352793,33125.0,37,33,0.8918918918918919
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ECLIPSE_CHARCOAL,GALAXY_SOUNDS,TRANSLATOR,0,412.91993333333335,422.4115740672781,540.0,0.24404064817851256,1195.1058908882953,38195.0,42,37,0.8809523809523809
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,0,142.02213333333333,502.22313569446624,472.0,0.3228463633186568,1702.8565492963917,18810.0,34,28,0.8235294117647058
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_VOID_BLUE,GALAXY_SOUNDS,TRANSLATOR,0,-631.9175166666666,634.7588204230274,-1299.5,0.10953772958410271,2548.9256726870303,24890.0,29,25,0.8620689655172413
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X2,GALAXY_SOUNDS,PANEL,0,1303.9328,808.5101034418143,568.5,-0.5032298985698586,4044.6385322677306,5680.0,28,21,0.75
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X2,GALAXY_SOUNDS,PANEL,0,650.0633833333334,712.8697623976531,871.5,0.12661725244231598,3367.31438865318,25390.0,31,26,0.8387096774193549
GALAXY_SOUNDS_DARK_MATTER,PANEL_1X4,GALAXY_SOUNDS,PANEL,0,829.0812,918.8162890951379,1037.0,-0.07120132886724975,5444.59034815568,12375.0,31,25,0.8064516129032258
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,GALAXY_SOUNDS,PANEL,0,-1038.7111666666667,694.8936210615062,-2089.0,0.0478229609477206,2943.2987070485447,31270.0,35,28,0.8
GALAXY_SOUNDS_DARK_MATTER,PANEL_4X4,GALAXY_SOUNDS,PANEL,0,347.94255,513.2802981391657,1136.0,0.18122200942672675,1943.1188755332662,17365.0,36,28,0.7777777777777778
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,0,226.20846666666668,800.5168140697081,714.0,-0.24395441964929537,4452.362277145767,-2900.0,24,17,0.7083333333333334
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,0,954.7668166666666,576.4749987500467,844.5,-0.23866995097171706,1822.3881181051445,29365.0,39,33,0.8461538461538461
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MINT,GALAXY_SOUNDS,OXYGEN_SHAKE,0,388.26773333333335,574.0327110762321,109.5,0.11317456450149663,2245.6058547064463,6215.0,23,16,0.6956521739130435
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,0,669.7826833333334,753.5513173291296,-449.5,-0.3889653429422357,4018.167141636349,30150.0,38,32,0.8421052631578947
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS,OXYGEN_SHAKE,0,-1698.97795,1013.1984432999609,-3621.5,-0.01327107869276188,6502.414457812701,21820.0,33,26,0.7878787878787878
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,GALAXY_SOUNDS,SNACKPACK,0,383.29016666666666,382.69158805750124,602.5,0.024094908226989446,1361.1710891619025,26120.0,36,29,0.8055555555555556
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,GALAXY_SOUNDS,SNACKPACK,0,129.35935,388.82172827133877,-60.5,-0.08433211601461081,1443.9883182963445,38010.0,36,29,0.8055555555555556
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,GALAXY_SOUNDS,SNACKPACK,0,730.8179,405.2625650607147,1151.5,-0.1590685871414713,1591.9803449676874,26020.0,34,29,0.8529411764705882
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,GALAXY_SOUNDS,SNACKPACK,0,-479.94668333333334,443.0280261251347,-637.0,0.18824930192056472,1544.2760073090883,22450.0,28,22,0.7857142857142857
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,GALAXY_SOUNDS,SNACKPACK,0,148.84975,378.60190605252393,-36.0,-0.045805141902103476,1182.363588825192,28750.0,33,26,0.7878787878787878
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,GALAXY_SOUNDS,1,700.1989,1181.5246572919204,3809.0,0.074300537127201,,-16565.0,25,19,0.76
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,GALAXY_SOUNDS,1,1029.3281166666666,853.6468746879199,3210.0,0.4653458919493334,8621.5970586709,-30690.0,25,15,0.6
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,GALAXY_SOUNDS,1,374.30038333333334,1105.5545672398323,2634.5,-0.11709511682888303,19104.84070501856,-25675.0,25,15,0.6
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_SUEDE,GALAXY_SOUNDS,SLEEP_POD,0,69.45165,826.9860939503624,1657.0,0.6055256961355541,5346.545082062499,-2725.0,22,14,0.6363636363636364
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_LAMB_WOOL,GALAXY_SOUNDS,SLEEP_POD,0,765.4303666666667,962.2808602228348,2649.5,0.20619908127196884,8733.526006068229,9555.0,31,25,0.8064516129032258
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_POLYESTER,GALAXY_SOUNDS,SLEEP_POD,0,-373.6888666666667,659.1601574448471,1488.0,0.7683136709905274,3771.3765913298157,30035.0,38,31,0.8157894736842105
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_NYLON,GALAXY_SOUNDS,SLEEP_POD,0,1830.3995166666666,790.9289413898696,2723.0,0.5658786712449724,2810.6012421232517,-3750.0,25,17,0.68
GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD_COTTON,GALAXY_SOUNDS,SLEEP_POD,0,-60.741883333333334,708.7403353608803,2043.5,0.7077332233704611,5874.241946997179,2115.0,25,19,0.76
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_CIRCLE,GALAXY_SOUNDS,MICROCHIP,0,2251.9868,844.5577632657381,3069.0,0.4789377644886677,2720.2568345510936,12990.0,28,20,0.7142857142857143
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_OVAL,GALAXY_SOUNDS,MICROCHIP,0,3287.273366666667,2425.08875338354,7938.5,-0.8586018644290211,,-17570.0,21,17,0.8095238095238095
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,GALAXY_SOUNDS,MICROCHIP,0,-2127.8762166666666,1482.2976679137987,-175.5,0.5903446937271543,5285.521197800008,-12485.0,25,19,0.76
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_RECTANGLE,GALAXY_SOUNDS,MICROCHIP,0,2734.4327333333335,1467.863807388772,4685.5,-0.4651607369038601,6976.883384910879,31265.0,28,22,0.7857142857142857
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,0,1780.481,1719.8438344625947,5516.0,-0.8418525444606026,,20950.0,34,28,0.8235294117647058
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XS,GALAXY_SOUNDS,PEBBLES,0,4062.2323166666665,2255.460742953414,7419.5,-0.7440635400272823,13199.464239361714,27375.0,36,30,0.8333333333333334
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,GALAXY_SOUNDS,PEBBLES,0,2534.51535,1739.6838164944545,5391.0,-0.8850039410192073,14043.809971791632,-9365.0,25,16,0.64
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_M,GALAXY_SOUNDS,PEBBLES,0,1203.6289,852.7429797237403,2755.5,0.5040039964043904,3066.323559781717,10090.0,31,25,0.8064516129032258
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_L,GALAXY_SOUNDS,PEBBLES,0,1292.7615,1065.3390275953236,4331.5,0.1432827052307788,14984.601945431516,-14440.0,28,18,0.6428571428571429
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XL,GALAXY_SOUNDS,PEBBLES,0,-1758.7172333333333,1195.4196056167943,-2610.5,0.7768906266069316,1753.167885569515,45945.0,33,26,0.7878787878787878
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_VACUUMING,GALAXY_SOUNDS,ROBOT,0,2300.0963,1386.248388797252,5182.5,-0.6984488821628582,22963.09522851262,-345.0,24,18,0.75
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_MOPPING,GALAXY_SOUNDS,ROBOT,0,366.65885,837.8386387057739,1870.0,0.5475149458351195,5282.874743158546,-19820.0,22,16,0.7272727272727273
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_DISHES,GALAXY_SOUNDS,ROBOT,0,1448.5571833333333,577.1639360167956,2257.5,0.8391011310368384,930.3022022631523,24965.0,26,19,0.7307692307692307
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,0,1644.1103833333334,1482.495822155053,4203.0,-0.7658528120874266,30499.98818669284,-4050.0,26,18,0.6923076923076923
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_IRONING,GALAXY_SOUNDS,ROBOT,0,2765.3018166666666,1627.1343584909328,5627.5,-0.7676372169189332,16512.992440147158,5935.0,32,27,0.84375
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_YELLOW,GALAXY_SOUNDS,UV_VISOR,0,509.41133333333335,1236.9495334039389,3386.5,-0.11218231189401841,,13645.0,36,27,0.75
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_AMBER,GALAXY_SOUNDS,UV_VISOR,0,3555.1758333333332,1850.925957360974,6327.5,-0.7920437047999392,13194.921886699809,3175.0,29,20,0.6896551724137931
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_ORANGE,GALAXY_SOUNDS,UV_VISOR,0,1040.3658666666668,894.8798761798045,4117.0,0.3988301736627414,,1090.0,31,24,0.7741935483870968
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_RED,GALAXY_SOUNDS,UV_VISOR,0,403.5785,648.2875925629637,1735.0,0.748931051214222,2923.3386570248995,9335.0,28,23,0.8214285714285714
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,GALAXY_SOUNDS,UV_VISOR,0,355.07918333333333,699.5556702328984,1926.0,0.6850266846042151,3862.0025439546725,13385.0,32,24,0.75
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS,TRANSLATOR,0,2034.9702,1370.4856259778721,5028.5,-0.7336443851333925,43613.41324689168,-8265.0,24,14,0.5833333333333334
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS,TRANSLATOR,0,2081.6529166666664,1242.611047448675,4494.0,-0.410812647828589,12685.22034996002,24845.0,33,28,0.8484848484848485
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ECLIPSE_CHARCOAL,GALAXY_SOUNDS,TRANSLATOR,0,1653.1302,982.4379291324008,3733.0,0.11717083317794098,7623.157324379452,33815.0,37,29,0.7837837837837838
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,0,1382.2324,918.6285058119196,3665.0,0.3386203096870055,9680.597091299362,-10620.0,25,18,0.72
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,GALAXY_SOUNDS,TRANSLATOR,0,608.29275,715.9883959295506,1893.5,0.667793339790877,3502.010814686431,27175.0,37,33,0.8918918918918919
GALAXY_SOUNDS_BLACK_HOLES,PANEL_1X2,GALAXY_SOUNDS,PANEL,0,2544.1430666666665,1018.5695543090134,3761.5,0.20259842127390945,3788.263454503355,4940.0,29,19,0.6551724137931034
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X2,GALAXY_SOUNDS,PANEL,0,1890.27365,1509.299595935372,4064.5,-0.6989503453423274,17067.62061352805,-8960.0,27,21,0.7777777777777778
GALAXY_SOUNDS_BLACK_HOLES,PANEL_1X4,GALAXY_SOUNDS,PANEL,0,2069.2914666666666,1588.9597892899983,4230.0,-0.5696008648125943,16809.32565373153,-5605.0,23,18,0.782608695652174
GALAXY_SOUNDS_BLACK_HOLES,PANEL_2X4,GALAXY_SOUNDS,PANEL,0,201.4991,579.2440649667375,1104.0,0.812181496515764,1973.0851653394448,26990.0,31,26,0.8387096774193549
GALAXY_SOUNDS_BLACK_HOLES,PANEL_4X4,GALAXY_SOUNDS,PANEL,0,1588.1528166666667,1045.9247870769993,4329.0,0.03824308467451613,23925.661973989118,-5105.0,24,17,0.7083333333333334
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,0,1466.4187333333334,1391.891862297162,3907.0,-0.4736120414603141,25233.639445759378,13390.0,32,24,0.75
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS,OXYGEN_SHAKE,0,2194.977083333333,1041.8590455446263,4037.5,-0.009176546980712517,5111.142329309467,-2950.0,25,15,0.6
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_MINT,GALAXY_SOUNDS,OXYGEN_SHAKE,0,1628.478,1283.0380239231674,3302.5,-0.481943535749695,10250.902765085848,-18135.0,25,18,0.72
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,0,1909.99295,735.4391260727367,2743.5,0.6439553101819349,2169.092928063297,9050.0,30,24,0.8
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS,OXYGEN_SHAKE,0,-458.7676833333333,457.7985452182722,-428.5,0.8853271795477973,1042.5749289293449,27415.0,34,27,0.7941176470588235
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_CHOCOLATE,GALAXY_SOUNDS,SNACKPACK,0,1623.5004333333334,1101.5616767873141,3795.5,-0.6615888248930615,16372.644247744183,2115.0,28,20,0.7142857142857143
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_VANILLA,GALAXY_SOUNDS,SNACKPACK,0,1369.5696166666667,887.0034760051318,3132.5,0.47833350526116364,8255.950822769413,16550.0,31,25,0.8064516129032258
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_PISTACHIO,GALAXY_SOUNDS,SNACKPACK,0,1971.0281666666667,1094.877636400512,4344.5,-0.6817514757558334,16781.950488899663,8095.0,30,22,0.7333333333333333
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_STRAWBERRY,GALAXY_SOUNDS,SNACKPACK,0,760.2635833333334,733.5701866775664,2556.0,0.7355959276464608,6912.512565810017,13095.0,29,22,0.7586206896551724
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_RASPBERRY,GALAXY_SOUNDS,SNACKPACK,0,1389.0600166666666,980.5080235893023,3157.0,-0.04293233883874857,8592.99645960297,10160.0,26,17,0.6538461538461539
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,GALAXY_SOUNDS,1,329.12921666666665,898.1534694646491,-599.0,0.08759617878971607,5473.115721974079,-18075.0,24,18,0.75
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,GALAXY_SOUNDS,1,-325.8985166666667,891.8512945325955,-1174.5,-0.009114061485025358,5065.641199400422,-23365.0,25,16,0.64
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,GALAXY_SOUNDS,SLEEP_POD,0,-630.74725,621.3148555891537,-2152.0,0.7329852288350102,2870.2031019444275,21315.0,33,26,0.7878787878787878
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_LAMB_WOOL,GALAXY_SOUNDS,SLEEP_POD,0,65.23146666666666,956.7342640670129,-1159.5,-0.24991538275431915,6969.427343256614,-12970.0,22,13,0.5909090909090909
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,GALAXY_SOUNDS,SLEEP_POD,0,-1073.8877666666667,894.9670417881388,-2321.0,0.49496486504823145,4559.418739346372,-9785.0,23,17,0.7391304347826086
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_NYLON,GALAXY_SOUNDS,SLEEP_POD,0,1130.2006166666667,1035.1070733316851,-1086.0,-0.2902593379094388,16822.039366019737,-25630.0,27,21,0.7777777777777778
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_COTTON,GALAXY_SOUNDS,SLEEP_POD,0,-760.9407833333333,1009.919113148038,-1765.5,0.26075272445889675,5943.1278873000965,-25705.0,22,13,0.5909090909090909
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_CIRCLE,GALAXY_SOUNDS,MICROCHIP,0,1551.7879,1062.8270019529316,-740.0,-0.3182353230736986,14548.834788433429,-8540.0,31,25,0.8064516129032258
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_OVAL,GALAXY_SOUNDS,MICROCHIP,0,2587.0744666666665,1867.4324628496518,4129.5,-0.20718562364689203,11570.214833649545,-17120.0,25,17,0.68
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_SQUARE,GALAXY_SOUNDS,MICROCHIP,0,-2828.075116666667,1441.9194204771475,-3984.5,0.6624678595885418,3755.5230756149526,29295.0,28,21,0.75
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_RECTANGLE,GALAXY_SOUNDS,MICROCHIP,0,2034.2338333333332,1350.5745125767673,876.5,-0.5834741240778524,6588.190531418537,-15935.0,25,19,0.76
GALAXY_SOUNDS_PLANETARY_RINGS,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,0,1080.2821,1076.9408366462183,1707.0,0.09492772516357686,4508.650696726028,19545.0,27,19,0.7037037037037037
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,GALAXY_SOUNDS,PEBBLES,0,3362.0334166666667,1968.821258221526,3610.5,-0.5353919366090237,7507.230599669513,-23175.0,28,21,0.75
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_S,GALAXY_SOUNDS,PEBBLES,0,1834.31645,1195.4737291276615,1582.0,-0.11622521476080867,4334.869239608202,5480.0,29,22,0.7586206896551724
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_M,GALAXY_SOUNDS,PEBBLES,0,503.43,934.464312150728,-1053.5,0.17688060511123394,4416.923973817225,-23995.0,25,17,0.68
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_L,GALAXY_SOUNDS,PEBBLES,0,592.5626,827.679711451179,522.5,0.3028989809095032,2673.8797425513358,2690.0,28,20,0.7142857142857143
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XL,GALAXY_SOUNDS,PEBBLES,0,-2458.916133333333,1697.2136645493545,-6419.5,0.31678173315767394,5563.946144647268,13985.0,29,21,0.7241379310344828
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_VACUUMING,GALAXY_SOUNDS,ROBOT,0,1599.8974,1103.2838612780363,1373.5,-0.41992045545640033,5900.188108182395,-23365.0,20,10,0.5
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_MOPPING,GALAXY_SOUNDS,ROBOT,0,-333.54005,918.8975743362247,-1939.0,0.28138670142257166,7271.402123126072,-12950.0,32,22,0.6875
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_DISHES,GALAXY_SOUNDS,ROBOT,0,748.3582833333334,845.7925341997604,-1551.5,0.21225234684995964,3576.256413856256,-11335.0,26,17,0.6538461538461539
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,0,943.9114833333333,1006.0379723978944,394.0,-0.051276730692022404,6025.67307959615,115.0,31,22,0.7096774193548387
